Data Extract: data for one segment with characteristics given in cells N3:O10,,,,,,,,,,,,,,,,,
Tier,FICO,Approve Date,Term,Amount,Previous Rate,Car  Type,Competition Rate,Outcome,Rate,Cost of Funds,Partner Bin,,,,,,
3,692,10/8/04,60,24999, ,U,4.79,0,8.65,1.86,2,,,,,,
3,704,10/8/04,60,20000, ,U,4.79,0,6.49,1.86,3,,,,,,
2,709,10/8/04,60,22999, ,U,4.79,0,6.44,1.86,2,,,,,,
3,685,10/9/04,60,20000, ,U,4.79,0,8.65,1.86,2,,,,,,
3,690,10/10/04,60,23500, ,U,4.79,0,8.65,1.86,2,,,,,,
3,691,10/11/04,60,23146, ,U,4.79,0,8.65,1.86,1,,,,,,
2,708,10/11/04,60,25000, ,U,4.79,0,6.44,1.86,1,,,,,,
2,689,10/11/04,60,17999, ,U,4.79,0,6.44,1.86,2,,,,,,
2,712,10/11/04,60,25000, ,U,4.79,0,6.44,1.86,2,,,,,,
3,692,10/11/04,60,23450, ,U,4.79,0,8.65,1.86,1,,,,,,
2,686,10/11/04,60,25000, ,U,4.79,0,6.44,1.86,2,,,,,,
2,689,10/11/04,60,18400, ,U,4.79,0,6.44,1.86,2,,,,,,
3,687,10/11/04,60,20000, ,U,4.79,0,8.65,1.86,1,,,,,,
3,688,10/12/04,60,24999, ,U,4.79,0,8.65,1.87,2,,,,,,
3,686,10/12/04,60,25000, ,U,4.79,0,8.65,1.87,3,,,,,,
1,693,10/13/04,60,22432, ,U,4.79,0,4.79,1.87,2,,,,,,
3,697,10/12/04,60,18900, ,U,4.79,0,8.65,1.87,1,,,,,,
3,687,10/12/04,60,20000, ,U,4.79,0,8.65,1.87,1,,,,,,
2,702,10/13/04,60,22000, ,U,4.79,0,6.44,1.87,2,,,,,,
3,695,10/14/04,60,19999, ,U,4.79,0,8.65,1.89,2,,,,,,
2,703,10/14/04,60,24500, ,U,4.79,0,6.44,1.89,2,,,,,,
3,687,10/14/04,60,21999, ,U,4.79,0,8.65,1.89,1,,,,,,
2,702,10/14/04,60,22000, ,U,4.79,0,6.44,1.89,2,,,,,,
3,697,10/14/04,60,25000, ,U,4.79,0,8.65,1.89,3,,,,,,
3,685,10/14/04,60,22000, ,U,4.79,0,8.65,1.89,2,,,,,,
2,700,10/15/04,60,23000, ,U,4.79,0,6.44,1.89,2,,,,,,
3,686,10/15/04,60,18099, ,U,4.79,0,8.65,1.89,1,,,,,,
2,704,10/15/04,60,23300, ,U,4.79,0,6.44,1.89,3,,,,,,
2,706,10/15/04,60,17874, ,U,4.79,1,6.44,1.89,1,,,,,,
2,707,10/16/04,60,18000, ,U,4.79,0,6.44,1.89,1,,,,,,
2,689,10/16/04,60,25000, ,U,4.79,0,6.44,1.89,2,,,,,,
2,703,10/16/04,60,20000, ,U,4.79,0,6.44,1.89,2,,,,,,
2,711,10/17/04,60,21383, ,U,4.79,0,6.44,1.89,2,,,,,,
2,712,10/19/04,60,22000, ,U,4.79,0,6.44,1.91,2,,,,,,
3,686,10/17/04,60,24000, ,U,4.79,0,8.65,1.89,2,,,,,,
3,685,10/17/04,60,24000, ,U,4.79,0,8.65,1.89,2,,,,,,
2,707,10/18/04,60,20000, ,U,4.79,0,6.44,1.91,2,,,,,,
3,699,10/18/04,60,22000, ,U,4.79,0,8.65,1.91,1,,,,,,
3,692,10/18/04,60,20000, ,U,4.79,0,8.65,1.91,1,,,,,,
2,706,10/18/04,60,18000, ,U,4.79,0,6.19,1.91,3,,,,,,
3,684,10/18/04,60,24000, ,U,4.79,0,8.65,1.91,2,,,,,,
2,707,10/18/04,60,21719, ,U,4.79,1,6.44,1.91,3,,,,,,
2,705,10/18/04,60,23000, ,U,4.79,0,6.44,1.91,2,,,,,,
2,700,10/18/04,60,22000, ,U,4.79,0,6.44,1.91,2,,,,,,
3,691,10/19/04,60,24000, ,U,4.79,0,8.65,1.91,1,,,,,,
2,701,10/19/04,60,21400, ,U,4.79,1,6.44,1.91,1,,,,,,
3,700,10/19/04,60,19999, ,U,4.79,0,6.49,1.91,2,,,,,,
3,684,10/19/04,60,18500, ,U,4.79,0,8.65,1.91,1,,,,,,
2,703,10/20/04,60,19079, ,U,4.79,0,6.44,1.91,2,,,,,,
2,700,10/20/04,60,22000, ,U,4.79,0,6.44,1.91,3,,,,,,
3,692,10/20/04,60,25000, ,U,4.79,0,8.65,1.91,2,,,,,,
2,710,10/20/04,60,18886, ,U,4.79,0,6.44,1.91,3,,,,,,
3,708,10/21/04,60,25000, ,U,4.79,0,6.49,1.93,2,,,,,,
3,689,10/21/04,60,25000, ,U,4.79,0,8.65,1.93,1,,,,,,
2,703,10/21/04,60,21500, ,U,4.79,0,6.44,1.93,2,,,,,,
3,704,10/21/04,60,20000, ,U,4.79,0,8.65,1.93,3,,,,,,
3,701,10/21/04,60,25000, ,U,4.79,0,6.49,1.93,2,,,,,,
3,696,10/21/04,60,19000, ,U,4.79,0,8.65,1.93,2,,,,,,
2,702,10/21/04,60,19000, ,U,4.79,0,6.44,1.93,2,,,,,,
2,709,10/21/04,60,25000, ,U,4.79,0,6.44,1.93,3,,,,,,
3,701,10/21/04,60,25000, ,U,4.79,0,6.49,1.93,3,,,,,,
2,707,10/21/04,60,20000, ,U,4.79,0,6.44,1.93,2,,,,,,
3,689,10/22/04,60,18999, ,U,4.79,0,8.65,1.94,2,,,,,,
2,704,10/22/04,60,19999, ,U,4.79,0,6.44,1.94,2,,,,,,
2,709,10/22/04,60,24000, ,U,4.79,0,6.44,1.94,2,,,,,,
3,697,10/22/04,60,18510, ,U,4.79,0,8.65,1.94,1,,,,,,
3,688,10/22/04,60,22000, ,U,4.79,0,8.65,1.94,2,,,,,,
2,711,10/22/04,60,22000, ,U,4.79,0,6.44,1.94,2,,,,,,
2,709,10/22/04,60,21999, ,U,4.79,0,6.44,1.94,2,,,,,,
3,695,10/23/04,60,25000, ,U,4.79,0,8.65,1.94,3,,,,,,
2,700,10/23/04,60,23748, ,U,4.79,0,6.44,1.94,2,,,,,,
3,689,10/24/04,60,19000, ,U,4.79,0,8.65,1.94,2,,,,,,
3,685,10/24/04,60,20000, ,U,4.79,0,8.65,1.94,2,,,,,,
1,705,10/24/04,60,23000, ,U,4.79,0,4.79,1.94,2,,,,,,
2,701,10/24/04,60,20000, ,U,4.79,0,6.44,1.94,2,,,,,,
3,699,10/24/04,60,23200, ,U,4.79,0,8.65,1.94,1,,,,,,
3,698,10/25/04,60,25000, ,U,4.79,0,8.65,1.95,1,,,,,,
3,698,10/25/04,60,20000, ,U,4.79,0,8.65,1.95,2,,,,,,
3,699,10/25/04,60,24000, ,U,4.79,0,8.65,1.95,2,,,,,,
2,709,10/25/04,60,23000, ,U,4.79,1,6.44,1.95,1,,,,,,
3,689,10/25/04,60,25000, ,U,4.79,0,8.65,1.95,1,,,,,,
3,692,10/25/04,60,25000, ,U,4.79,0,8.65,1.95,2,,,,,,
2,701,10/25/04,60,22000, ,U,4.79,0,6.44,1.95,1,,,,,,
2,711,10/26/04,60,22560, ,U,4.79,0,6.44,1.96,2,,,,,,
3,691,10/26/04,60,25000, ,U,4.79,0,8.65,1.96,1,,,,,,
3,700,10/26/04,60,19630, ,U,4.79,0,6.49,1.96,2,,,,,,
2,685,10/26/04,60,25000, ,U,4.79,0,6.44,1.96,3,,,,,,
3,694,10/26/04,60,23988, ,U,4.79,0,8.65,1.96,2,,,,,,
2,709,10/27/04,60,17999, ,U,4.79,0,6.44,1.96,2,,,,,,
2,700,10/27/04,60,23000, ,U,4.79,0,6.44,1.96,2,,,,,,
3,691,10/27/04,60,19000, ,U,4.79,0,8.65,1.96,3,,,,,,
2,711,10/27/04,60,20500, ,U,4.79,0,6.44,1.96,2,,,,,,
3,685,10/27/04,60,22500, ,U,4.79,0,8.65,1.96,1,,,,,,
3,699,10/27/04,60,20000, ,U,4.79,0,8.65,1.96,2,,,,,,
2,706,10/28/04,60,21000, ,U,4.79,0,6.44,1.99,2,,,,,,
3,685,10/28/04,60,20769, ,U,4.79,1,8.65,1.99,1,,,,,,
3,698,10/28/04,60,23000, ,U,4.79,0,8.65,1.99,1,,,,,,
2,702,10/28/04,60,20000, ,U,4.79,0,6.44,1.99,2,,,,,,
3,685,10/28/04,60,23500, ,U,4.79,0,8.65,1.99,2,,,,,,
3,688,10/28/04,60,24500, ,U,4.79,0,8.65,1.99,3,,,,,,
3,701,10/28/04,60,25000, ,U,4.79,0,6.49,1.99,3,,,,,,
3,696,10/29/04,60,21817, ,U,4.79,0,8.65,2.00,2,,,,,,
2,707,10/29/04,60,21000, ,U,4.79,0,6.44,2.00,2,,,,,,
2,711,10/29/04,60,20885, ,U,4.79,1,6.44,2.00,1,,,,,,
2,709,10/29/04,60,20000, ,U,4.79,1,6.44,2.00,3,,,,,,
2,705,10/29/04,60,20000, ,U,4.79,1,6.44,2.00,3,,,,,,
3,696,10/30/04,60,19821, ,U,4.79,0,8.65,2.00,2,,,,,,
2,693,10/30/04,60,22000, ,U,4.79,0,6.44,2.00,2,,,,,,
2,707,10/30/04,60,22500, ,U,4.79,0,6.44,2.00,3,,,,,,
2,704,10/31/04,60,24000, ,U,4.79,0,6.44,2.00,2,,,,,,
3,698,10/31/04,60,20000, ,U,4.79,0,8.65,2.00,1,,,,,,
2,710,10/31/04,60,19490, ,U,4.79,0,6.44,2.00,2,,,,,,
3,708,10/31/04,60,24538, ,U,4.79,0,6.49,2.00,2,,,,,,
2,702,10/31/04,60,24500, ,U,4.79,0,6.44,2.00,1,,,,,,
2,710,10/31/04,60,20000, ,U,4.79,0,6.44,2.00,3,,,,,,
2,707,10/31/04,60,21000, ,U,4.79,0,6.44,2.00,2,,,,,,
3,688,10/31/04,60,24000, ,U,4.79,0,8.65,2.00,3,,,,,,
1,703,10/31/04,60,20500, ,U,4.79,0,4.79,2.00,2,,,,,,
3,687,11/1/04,60,25000, ,U,4.79,0,8.65,2.02,3,,,,,,
3,688,11/1/04,60,21000, ,U,4.79,0,8.55,2.02,3,,,,,,
2,701,11/1/04,60,20000, ,U,4.79,0,6.44,2.02,2,,,,,,
2,701,11/1/04,60,20000, ,U,4.79,0,6.44,2.02,3,,,,,,
2,709,11/1/04,60,22000, ,U,4.79,0,6.44,2.02,2,,,,,,
3,686,11/1/04,60,25000, ,U,4.79,0,8.65,2.02,2,,,,,,
3,690,11/2/04,60,19999, ,U,4.79,0,8.65,2.04,1,,,,,,
3,692,11/2/04,60,23000, ,U,4.79,0,8.65,2.04,2,,,,,,
3,695,11/2/04,60,18000, ,U,4.79,0,8.65,2.04,2,,,,,,
3,697,11/2/04,60,20000, ,U,4.79,0,8.65,2.04,2,,,,,,
3,687,11/2/04,60,22499, ,U,4.79,0,8.65,2.04,3,,,,,,
3,687,11/3/04,60,24000, ,U,4.79,0,8.65,2.05,2,,,,,,
3,691,11/3/04,60,25000, ,U,4.79,0,8.65,2.05,2,,,,,,
2,709,11/3/04,60,25000, ,U,4.79,1,6.44,2.05,1,,,,,,
3,692,11/3/04,60,25000, ,U,4.79,0,8.65,2.05,2,,,,,,
2,700,11/3/04,60,18000, ,U,4.79,0,6.44,2.05,3,,,,,,
3,690,11/3/04,60,22500, ,U,4.79,0,8.65,2.05,1,,,,,,
3,698,11/4/04,60,19999, ,U,4.79,0,8.65,2.06,2,,,,,,
3,687,11/4/04,60,25000, ,U,4.79,0,8.65,2.06,2,,,,,,
2,696,11/4/04,60,25000, ,U,4.79,0,6.44,2.06,2,,,,,,
2,706,11/4/04,60,21000, ,U,4.79,0,6.44,2.06,1,,,,,,
3,707,11/4/04,60,25000, ,U,4.79,0,8.79,2.06,3,,,,,,
3,691,11/5/04,60,20000, ,U,4.79,0,8.49,2.07,1,,,,,,
3,702,11/5/04,60,20000, ,U,4.79,0,6.63,2.07,2,,,,,,
3,696,11/5/04,60,18991, ,U,4.79,1,8.49,2.07,1,,,,,,
3,693,11/5/04,60,25000, ,U,4.79,0,8.49,2.07,2,,,,,,
3,684,11/5/04,60,25000, ,U,4.79,0,8.49,2.07,3,,,,,,
3,684,11/6/04,60,20000, ,U,4.79,0,8.49,2.07,2,,,,,,
3,684,11/6/04,60,18716, ,U,4.79,0,8.49,2.07,1,,,,,,
3,712,11/6/04,60,18449, ,U,4.79,1,6.63,2.07,2,,,,,,
3,694,11/7/04,60,20000, ,U,4.79,0,8.49,2.07,1,,,,,,
2,709,11/7/04,60,25000, ,U,4.79,0,6.44,2.07,1,,,,,,
3,692,11/7/04,60,20000, ,U,4.79,0,8.49,2.07,3,,,,,,
3,686,11/7/04,60,20000, ,U,4.79,0,8.49,2.07,2,,,,,,
3,693,11/8/04,60,20000, ,U,4.79,0,8.49,2.09,3,,,,,,
3,685,11/8/04,60,25000, ,U,4.79,0,8.49,2.09,3,,,,,,
3,690,11/8/04,60,22999, ,U,4.79,0,8.49,2.09,2,,,,,,
3,684,11/8/04,60,21525, ,U,4.79,1,8.49,2.09,3,,,,,,
3,690,11/9/04,60,20000, ,U,4.79,0,8.49,2.09,2,,,,,,
2,707,11/9/04,60,23000, ,U,4.79,0,6.59,2.09,2,,,,,,
1,710,11/9/04,60,23019, ,U,4.79,0,4.79,2.09,2,,,,,,
2,707,11/9/04,60,21999, ,U,4.79,0,6.59,2.09,2,,,,,,
2,704,11/9/04,60,25000, ,U,4.79,1,6.59,2.09,1,,,,,,
3,693,11/9/04,60,18000, ,U,4.79,0,8.49,2.09,3,,,,,,
2,706,11/10/04,60,21000, ,U,4.79,0,6.59,2.09,2,,,,,,
3,697,11/10/04,60,25000, ,U,4.79,0,8.49,2.09,2,,,,,,
3,693,11/11/04,60,25000, ,U,4.79,0,8.49,2.10,2,,,,,,
3,707,11/11/04,60,23999, ,U,4.79,0,6.63,2.10,2,,,,,,
2,701,11/11/04,60,25000, ,U,4.79,0,6.59,2.10,2,,,,,,
2,710,11/11/04,60,21813, ,U,4.79,0,6.59,2.10,2,,,,,,
1,703,11/11/04,60,22552, ,U,4.79,1,4.79,2.10,2,,,,,,
3,687,11/12/04,60,20000, ,U,4.79,0,8.49,2.10,2,,,,,,
3,687,11/12/04,60,23000, ,U,4.79,0,8.49,2.10,2,,,,,,
3,684,11/12/04,60,23000, ,U,4.79,0,8.49,2.10,1,,,,,,
1,700,11/12/04,60,23779, ,U,4.79,1,4.79,2.10,1,,,,,,
2,709,11/12/04,60,18000, ,U,4.79,0,6.59,2.10,2,,,,,,
4,684,11/13/04,60,20151, ,U,4.85,1,12.33,2.10,3,,,,,,
2,705,11/13/04,60,23500, ,U,4.85,0,6.59,2.10,2,,,,,,
2,712,11/15/04,60,18000, ,U,4.85,0,6.59,2.11,2,,,,,,
2,712,11/13/04,60,20700, ,U,4.85,1,6.59,2.10,3,,,,,,
2,704,11/13/04,60,20399, ,U,4.85,0,6.59,2.10,2,,,,,,
3,685,11/14/04,60,25000, ,U,4.85,0,8.49,2.10,3,,,,,,
2,702,11/14/04,60,24200, ,U,4.85,0,6.59,2.10,1,,,,,,
3,689,11/14/04,60,19501, ,U,4.85,0,8.49,2.10,2,,,,,,
3,685,11/14/04,60,22000, ,U,4.85,0,8.49,2.10,2,,,,,,
2,703,11/14/04,60,20000, ,U,4.85,0,6.59,2.10,3,,,,,,
3,689,11/14/04,60,22000, ,U,4.85,0,8.49,2.10,2,,,,,,
2,702,11/15/04,60,21000, ,U,4.85,0,6.59,2.11,1,,,,,,
3,684,11/15/04,60,25000, ,U,4.85,0,8.49,2.11,3,,,,,,
2,700,11/15/04,60,20000, ,U,4.85,0,6.59,2.11,1,,,,,,
3,696,11/16/04,60,20000, ,U,4.85,0,8.49,2.13,3,,,,,,
